Study	cluster	gene	hgnc_symbol	gene_biotype	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	Responder_CPM	Non_responder_CPM	ensembl_core
Pozniak	malignant cell	ENSG00000168939	SPRY3	protein_coding	0.8807356155448067	0.7878249433276023	0.008	0.009	1	1	0	ENSG00000168939
Pozniak	malignant cell	ENSG00000072134	EPN2	protein_coding	0.880942101019959	0.0973349678837625	0.403	0.442	1	49	45	ENSG00000072134
Pozniak	malignant cell	ENSG00000108797	CNTNAP1	protein_coding	0.8811151031471014	0.6201579306734271	0.039	0.037	1	3	2	ENSG00000108797
Pozniak	malignant cell	ENSG00000109063	MYH3	protein_coding	0.8818462373024963	0.548922415362517	0.012	0.011	1	1	1	ENSG00000109063
Pozniak	malignant cell	ENSG00000153975	ZUP1	protein_coding	0.882455356055361	0.26465491923994877	0.132	0.14	1	11	8	ENSG00000153975
Pozniak	malignant cell	ENSG00000134539	KLRD1	protein_coding	0.8824576727658489	1.359915192872866	0.008	0.009	1	1	1	ENSG00000134539
Pozniak	malignant cell	ENSG00000100038	TOP3B	protein_coding	0.8824640210155554	0.6644783406472925	0.147	0.159	1	13	10	ENSG00000100038
Pozniak	malignant cell	ENSG00000159871	LYPD5	protein_coding	0.8824833580736929	0.0737867936636869	0.035	0.033	1	3	2	ENSG00000159871
Pozniak	malignant cell	ENSG00000125249	RAP2A	protein_coding	0.8825003754523396	0.29011571640444833	0.256	0.276	1	25	19	ENSG00000125249
Pozniak	malignant cell	ENSG00000138111	MFSD13A	protein_coding	0.8832839478631824	0.3296556299883866	0.062	0.06	1	5	3	ENSG00000138111
Pozniak	malignant cell	ENSG00000070423	RNF126	protein_coding	0.8835299916596752	0.4211151826247532	0.357	0.422	1	44	33	ENSG00000070423
Pozniak	malignant cell	ENSG00000101307	SIRPB1	protein_coding	0.8835617143241394	1.5872119437424397	0.008	0.007	1	1	0	ENSG00000101307
Pozniak	malignant cell	ENSG00000140563	MCTP2	protein_coding	0.8838931453191743	0.82351189951524	0.008	0.009	1	1	1	ENSG00000140563
Pozniak	malignant cell	ENSG00000139410	SDSL	protein_coding	0.8841664020115209	0.5891864413393351	0.178	0.184	1	17	12	ENSG00000139410
Pozniak	malignant cell	ENSG00000053254	FOXN3	protein_coding	0.8843325057097915	0.26021230546308405	0.291	0.312	1	36	27	ENSG00000053254
Pozniak	malignant cell	ENSG00000258655	ARHGAP5-AS1	lncRNA	0.884466349837454	0.35061955402950584	0.205	0.22	1	22	15	ENSG00000258655
Pozniak	malignant cell	ENSG00000114982	KANSL3	protein_coding	0.8845413854369601	0.6385485093965491	0.19	0.212	1	16	13	ENSG00000114982
Pozniak	malignant cell	ENSG00000105270	CLIP3	protein_coding	0.8847135489192368	0.2398210725674521	0.132	0.14	1	12	9	ENSG00000105270
Pozniak	malignant cell	ENSG00000160602	NEK8	protein_coding	0.8852280411358645	0.5390787076358863	0.12	0.125	1	11	8	ENSG00000160602
Pozniak	malignant cell	ENSG00000085982	USP40	protein_coding	0.8855908400328238	0.43184507610823664	0.256	0.266	1	28	20	ENSG00000085982
Pozniak	malignant cell	ENSG00000100281	HMGXB4	protein_coding	0.8858162699723907	-0.0074319518649463845	0.516	0.541	1	71	65	ENSG00000100281
Pozniak	malignant cell	ENSG00000124212	PTGIS	protein_coding	0.885880830903598	0.26838432206242224	0.081	0.087	1	7	6	ENSG00000124212
Pozniak	malignant cell	ENSG00000177830	CHID1	protein_coding	0.8859914233583598	0.18353523402702626	0.566	0.608	1	86	84	ENSG00000177830
Pozniak	malignant cell	ENSG00000176095	IP6K1	protein_coding	0.8862667504154218	0.45917830497398193	0.287	0.319	1	28	22	ENSG00000176095
Pozniak	malignant cell	ENSG00000142794	NBPF3	protein_coding	0.8863245027999983	0.7076094164610058	0.047	0.049	1	4	3	ENSG00000142794
Pozniak	malignant cell	ENSG00000170476	MZB1	protein_coding	0.8864169865822623	0.5410495691543415	0.008	0.007	1	1	1	ENSG00000170476
Pozniak	malignant cell	ENSG00000140941	MAP1LC3B	protein_coding	0.8866489195984775	0.03900659579066229	0.76	0.805	1	143	146	ENSG00000140941
Pozniak	malignant cell	ENSG00000107560	RAB11FIP2	protein_coding	0.8868665789488103	0.21106083762463523	0.283	0.296	1	26	21	ENSG00000107560
Pozniak	malignant cell	ENSG00000171115	GIMAP8	protein_coding	0.8869321198599455	1.6155340720255413	0.004	0.003	1	0	0	ENSG00000171115
Pozniak	malignant cell	ENSG00000170989	S1PR1	protein_coding	0.8869321198599455	1.7643590380861296	0.004	0.003	1	0	0	ENSG00000170989
