Study	cluster	gene	hgnc_symbol	gene_biotype	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	Responder_CPM	Non_responder_CPM	ensembl_core
Pozniak	malignant cell	ENSG00000164104	HMGB2	protein_coding	0.0011240049799881554	-0.14940541654197803	0.178	0.291	1	42	64	ENSG00000164104
Pozniak	malignant cell	ENSG00000108826	MRPL27	protein_coding	0.001132255409262444	-0.22514710406365168	0.562	0.708	1	81	95	ENSG00000108826
Pozniak	malignant cell	ENSG00000107816	LZTS2	protein_coding	0.0011361321809347815	0.8540857048008605	0.353	0.295	1	39	21	ENSG00000107816
Pozniak	malignant cell	ENSG00000163320	CGGBP1	protein_coding	0.0011375502684188368	0.34615520109459164	0.663	0.659	1	100	79	ENSG00000163320
Pozniak	malignant cell	ENSG00000123612	ACVR1C	protein_coding	0.001138000300761278	-1.6588271247858044	0.031	0.089	1	3	6	ENSG00000123612
Pozniak	malignant cell	ENSG00000198466	ZNF587	protein_coding	0.0011395749389685559	-0.5071315921372488	0.209	0.313	1	24	29	ENSG00000198466
Pozniak	malignant cell	ENSG00000142279	WTIP	protein_coding	0.0011445457043302147	1.0963241556125967	0.182	0.12	1	16	8	ENSG00000142279
Pozniak	malignant cell	ENSG00000001084	GCLC	protein_coding	0.0011471508288816608	-0.3501000514178503	0.116	0.204	1	11	13	ENSG00000001084
Pozniak	malignant cell	ENSG00000115282	TTC31	protein_coding	0.001153447176964666	-0.2339783567737972	0.136	0.231	1	11	16	ENSG00000115282
Pozniak	malignant cell	ENSG00000090316	MAEA	protein_coding	0.001157120893555491	-0.26851548764688493	0.298	0.431	1	27	34	ENSG00000090316
Pozniak	malignant cell	ENSG00000092445	TYRO3	protein_coding	0.001164687503556709	-0.08489393661184241	0.198	0.319	1	18	24	ENSG00000092445
Pozniak	malignant cell	ENSG00000143374	TARS2	protein_coding	0.0011762946899750546	-0.22656974619507997	0.244	0.366	1	23	27	ENSG00000143374
Pozniak	malignant cell	ENSG00000119431	HDHD3	protein_coding	0.0011771986008847382	-0.18022299571829192	0.186	0.297	1	14	21	ENSG00000119431
Pozniak	malignant cell	ENSG00000128165	ADM2	protein_coding	0.0011807396605881125	-2.3444423195690156	0.008	0.053	1	1	4	ENSG00000128165
Pozniak	malignant cell	ENSG00000188807	TMEM201	protein_coding	0.0011875280946659257	1.008980166442278	0.213	0.148	1	18	9	ENSG00000188807
Pozniak	malignant cell	ENSG00000140043	PTGR2	protein_coding	0.0011889685030656559	-0.6639190823735297	0.066	0.14	1	6	9	ENSG00000140043
Pozniak	malignant cell	ENSG00000079739	PGM1	protein_coding	0.001190510864382005	0.5179666907739493	0.508	0.462	1	65	48	ENSG00000079739
Pozniak	malignant cell	ENSG00000006194	ZNF263	protein_coding	0.0011911283807807	-0.362824658953377	0.143	0.241	1	11	16	ENSG00000006194
Pozniak	malignant cell	ENSG00000075188	NUP37	protein_coding	0.0011931600374194785	-0.13159058190568595	0.163	0.267	1	13	18	ENSG00000075188
Pozniak	malignant cell	ENSG00000261105	LMO7-AS1	lncRNA	0.0011968813882961438	2.2277589852991886	0.039	0.013	1	3	1	ENSG00000261105
Pozniak	malignant cell	ENSG00000117713	ARID1A	protein_coding	0.0011975959510012151	0.5298728787908791	0.589	0.588	1	91	67	ENSG00000117713
Pozniak	malignant cell	ENSG00000132840	BHMT2	protein_coding	0.0011990739686013913	2.722191927705527	0.023	0.006	1	2	0	ENSG00000132840
Pozniak	malignant cell	ENSG00000175643	RMI2	protein_coding	0.0012000617794404396	-0.8061706502377275	0.062	0.135	1	6	13	ENSG00000175643
Pozniak	malignant cell	ENSG00000127804	METTL16	protein_coding	0.0012016723320810135	-0.36124950586291704	0.279	0.399	1	28	35	ENSG00000127804
Pozniak	malignant cell	ENSG00000225973	PIGBOS1	protein_coding	0.0012067676138622697	-0.45183816838762203	0.24	0.35	1	20	28	ENSG00000225973
Pozniak	malignant cell	ENSG00000114098	ARMC8	protein_coding	0.001207758643990931	-0.33632278798111903	0.295	0.421	1	29	31	ENSG00000114098
Pozniak	malignant cell	ENSG00000100138	SNU13	protein_coding	0.0012115321259779529	-0.2551712499894556	0.864	0.918	1	294	354	ENSG00000100138
Pozniak	malignant cell	ENSG00000184661	CDCA2	protein_coding	0.0012117621661477953	-1.097673007991491	0.043	0.107	1	7	15	ENSG00000184661
Pozniak	malignant cell	ENSG00000139318	DUSP6	protein_coding	0.0012139087910927016	0.30721229417351803	0.764	0.781	1	313	214	ENSG00000139318
Pozniak	malignant cell	ENSG00000204922	UQCC3	protein_coding	0.001214380466765002	-0.09226151929985082	0.368	0.519	1	37	52	ENSG00000204922
Pozniak	malignant cell	ENSG00000102805	CLN5	protein_coding	0.0012149478217037928	0.6827598384840254	0.333	0.269	1	42	21	ENSG00000102805
Pozniak	malignant cell	ENSG00000123411	IKZF4	protein_coding	0.0012160837729791674	1.153005285984897	0.159	0.099	1	14	6	ENSG00000123411
Pozniak	malignant cell	ENSG00000106701	FSD1L	protein_coding	0.0012177465959168961	-1.052637462432494	0.066	0.136	1	5	8	ENSG00000106701
Pozniak	malignant cell	ENSG00000143363	PRUNE1	protein_coding	0.0012187859413781204	-0.19042849743535184	0.159	0.259	1	13	18	ENSG00000143363
Pozniak	malignant cell	ENSG00000161243	FBXO27	protein_coding	0.0012197364138161948	-2.3413578772329657	0	0.039	1	0	2	ENSG00000161243
Pozniak	malignant cell	ENSG00000187736	NHEJ1	protein_coding	0.0012197364138161948	-2.3169854970576385	0	0.039	1	0	2	ENSG00000187736
Pozniak	malignant cell	ENSG00000171446	KRT27	protein_coding	0.0012197364207612372	-2.7237784734258748	0	0.039	1	0	3	ENSG00000171446
Pozniak	malignant cell	ENSG00000179299	NSUN7	protein_coding	0.0012197364207612372	-2.4806218652510976	0	0.039	1	0	2	ENSG00000179299
Pozniak	malignant cell	ENSG00000008196	TFAP2B	protein_coding	0.0012197364207612372	-4.212903879513283	0	0.039	1	0	9	ENSG00000008196
Pozniak	malignant cell	ENSG00000245694	CRNDE	lncRNA	0.0012201705617274545	0.5742025447094985	0.574	0.557	1	83	64	ENSG00000245694
Pozniak	malignant cell	ENSG00000137210	TMEM14B	protein_coding	0.0012227029754312902	-0.15218024790870233	0.671	0.821	1	124	162	ENSG00000137210
Pozniak	malignant cell	ENSG00000106635	BCL7B	protein_coding	0.0012238239422717229	0.9531029309382346	0.395	0.355	1	47	26	ENSG00000106635
Pozniak	malignant cell	ENSG00000183979	NPB	protein_coding	0.0012268850996109309	-1.0381375683853933	0.039	0.102	1	3	7	ENSG00000183979
Pozniak	malignant cell	ENSG00000142046	TMEM91	protein_coding	0.0012353187759774624	-0.7592293007779691	0.062	0.135	1	5	9	ENSG00000142046
Pozniak	malignant cell	ENSG00000133030	MPRIP	protein_coding	0.0012381768198192354	0.5460212510601494	0.531	0.507	1	80	51	ENSG00000133030
Pozniak	malignant cell	ENSG00000146038	DCDC2	protein_coding	0.001238705719744302	-1.548828699958042	0.012	0.06	1	1	4	ENSG00000146038
Pozniak	malignant cell	ENSG00000096746	HNRNPH3	protein_coding	0.0012401403163059708	-0.1802275618458093	0.508	0.658	1	71	79	ENSG00000096746
Pozniak	malignant cell	ENSG00000137033	IL33	protein_coding	0.001241848352326644	-0.45528679217061296	0.132	0.221	1	34	32	ENSG00000137033
Pozniak	malignant cell	ENSG00000164342	TLR3	protein_coding	0.0012440464973482585	1.2804647920634347	0.089	0.045	1	8	3	ENSG00000164342
Pozniak	malignant cell	ENSG00000182606	TRAK1	protein_coding	0.0012440822663563908	1.0651202335720724	0.349	0.309	1	50	22	ENSG00000182606
Pozniak	malignant cell	ENSG00000114026	OGG1	protein_coding	0.0012454331222250396	-0.30317401442154646	0.136	0.233	1	12	15	ENSG00000114026
Pozniak	malignant cell	ENSG00000100445	SDR39U1	protein_coding	0.0012488692597759873	-0.16523182938765024	0.252	0.374	1	22	28	ENSG00000100445
Pozniak	malignant cell	ENSG00000258429	PDF	protein_coding	0.0012518593902328583	-0.4175727598927259	0.058	0.133	1	5	9	ENSG00000258429
Pozniak	malignant cell	ENSG00000187239	FNBP1	protein_coding	0.001253801315542251	-0.24019902241757962	0.287	0.421	1	27	36	ENSG00000187239
Pozniak	malignant cell	ENSG00000106443	PHF14	protein_coding	0.0012547081767156597	0.3301615886717868	0.705	0.7	1	110	93	ENSG00000106443
Pozniak	malignant cell	ENSG00000197265	GTF2E2	protein_coding	0.0012557908000272538	0.7945491896416521	0.426	0.372	1	49	28	ENSG00000197265
Pozniak	malignant cell	ENSG00000247675	LRP4-AS1	lncRNA	0.001256031361441204	2.173201848688805	0.023	0.006	1	2	0	ENSG00000247675
Pozniak	malignant cell	ENSG00000108830	RND2	protein_coding	0.0012567255514945232	-1.1828897599532038	0.062	0.13	1	5	9	ENSG00000108830
Pozniak	malignant cell	ENSG00000112033	PPARD	protein_coding	0.0012582886774326842	1.3185149488583319	0.194	0.13	1	18	8	ENSG00000112033
Pozniak	malignant cell	ENSG00000096696	DSP	protein_coding	0.0012584678485489426	-0.9402305001193216	0.023	0.079	1	3	5	ENSG00000096696
Pozniak	malignant cell	ENSG00000204152	TIMM23B	protein_coding	0.0012607534183838814	-0.538507325562815	0.047	0.113	1	4	7	ENSG00000204152
Pozniak	malignant cell	ENSG00000115816	CEBPZ	protein_coding	0.0012608983636030829	-0.3379934168187796	0.643	0.753	1	106	130	ENSG00000115816
Pozniak	malignant cell	ENSG00000070950	RAD18	protein_coding	0.0012610722585429544	-0.7249700456789951	0.109	0.193	1	8	14	ENSG00000070950
Pozniak	malignant cell	ENSG00000169718	DUS1L	protein_coding	0.00126237061876224	0.5761863199399009	0.446	0.386	1	49	34	ENSG00000169718
Pozniak	malignant cell	ENSG00000047932	GOPC	protein_coding	0.0012649469722904477	0.44718445850169897	0.589	0.581	1	80	58	ENSG00000047932
Pozniak	malignant cell	ENSG00000143919	CAMKMT	protein_coding	0.0012670489403702962	-0.676896996150929	0.054	0.123	1	4	7	ENSG00000143919
Pozniak	malignant cell	ENSG00000075336	TIMM21	protein_coding	0.001269155018088464	-0.24183315774774616	0.236	0.345	1	20	25	ENSG00000075336
Pozniak	malignant cell	ENSG00000226496	LINC00323	lncRNA	0.001271981708115396	-3.191134798068836	0	0.039	1	0	4	ENSG00000226496
Pozniak	malignant cell	ENSG00000262655	SPON1	protein_coding	0.001271981708115396	-3.1077243329295703	0	0.039	1	0	2	ENSG00000262655
Pozniak	malignant cell	ENSG00000182168	UNC5C	protein_coding	0.001271981708115396	-2.8483249861360163	0	0.039	1	0	2	ENSG00000182168
Pozniak	malignant cell	ENSG00000231999	LRRC8C-DT	lncRNA	0.0012777594941161042	-0.3579086113550374	0.093	0.178	1	7	11	ENSG00000231999
Pozniak	malignant cell	ENSG00000105229	PIAS4	protein_coding	0.0012780698875457387	1.108021825110711	0.322	0.263	1	28	17	ENSG00000105229
Pozniak	malignant cell	ENSG00000026950	BTN3A1	protein_coding	0.0012853920082850515	0.6800179837250255	0.349	0.285	1	47	23	ENSG00000026950
Pozniak	malignant cell	ENSG00000118600	RXYLT1	protein_coding	0.0012867965096700752	-0.3608330618269816	0.469	0.614	1	62	76	ENSG00000118600
Pozniak	malignant cell	ENSG00000107537	PHYH	protein_coding	0.001287517985502219	-0.2688691310467006	0.109	0.197	1	9	15	ENSG00000107537
Pozniak	malignant cell	ENSG00000173482	PTPRM	protein_coding	0.0012904740480709858	0.7912561988533396	0.446	0.407	1	68	33	ENSG00000173482
Pozniak	malignant cell	ENSG00000108406	DHX40	protein_coding	0.0012952248440481747	0.5977105655642462	0.453	0.401	1	64	34	ENSG00000108406
Pozniak	malignant cell	ENSG00000198807	PAX9	protein_coding	0.001297076771855145	1.6077149795224113	0.035	0.011	1	3	1	ENSG00000198807
Pozniak	malignant cell	ENSG00000125844	RRBP1	protein_coding	0.0012971418371134024	0.1730714862364846	0.795	0.816	1	314	267	ENSG00000125844
Pozniak	malignant cell	ENSG00000051382	PIK3CB	protein_coding	0.0012978674371859557	-0.3606570483628335	0.167	0.268	1	15	19	ENSG00000051382
Pozniak	malignant cell	ENSG00000106571	GLI3	protein_coding	0.001300535576234198	1.020031208432595	0.45	0.423	1	66	38	ENSG00000106571
Pozniak	malignant cell	ENSG00000105341	DMAC2	protein_coding	0.0013031028177210352	-0.33285827993021444	0.19	0.301	1	19	22	ENSG00000105341
Pozniak	malignant cell	ENSG00000149599	DUSP15	protein_coding	0.0013083502018279255	1.1563758795704349	0.116	0.066	1	10	5	ENSG00000149599
Pozniak	malignant cell	ENSG00000149243	KLHL35	protein_coding	0.0013120289699013294	-0.5157039385183917	0.124	0.209	1	11	17	ENSG00000149243
Pozniak	malignant cell	ENSG00000143847	PPFIA4	protein_coding	0.0013128519240229967	1.5438508915509086	0.12	0.069	1	11	4	ENSG00000143847
Pozniak	malignant cell	ENSG00000176208	ATAD5	protein_coding	0.0013131802374752879	-0.5545304653990417	0.12	0.209	1	14	22	ENSG00000176208
Pozniak	malignant cell	ENSG00000278175	GLIDR	lncRNA	0.0013157618322180771	-0.6898486983727539	0.019	0.073	1	1	4	ENSG00000278175
Pozniak	malignant cell	ENSG00000088727	KIF9	protein_coding	0.0013208141712046345	0.8984779444509114	0.36	0.304	1	40	22	ENSG00000088727
Pozniak	malignant cell	ENSG00000196381	ZNF781	transcribed_unprocessed_pseudogene	0.001326464040088373	-2.421569714036303	0	0.039	1	0	2	ENSG00000196381
Pozniak	malignant cell	ENSG00000111452	ADGRD1	protein_coding	0.0013264640476407935	-2.431826403442101	0	0.039	1	0	2	ENSG00000111452
Pozniak	malignant cell	ENSG00000185527	PDE6G	protein_coding	0.0013264640476407935	-2.52961705639584	0	0.039	1	0	3	ENSG00000185527
Pozniak	malignant cell	ENSG00000162631	NTNG1	protein_coding	0.0013264640476407935	-2.967887414026741	0	0.039	1	0	3	ENSG00000162631
Pozniak	malignant cell	ENSG00000218336	TENM3	protein_coding	0.0013264640476407935	-2.5302011531793305	0	0.039	1	0	3	ENSG00000218336
Pozniak	malignant cell	ENSG00000120539	MASTL	protein_coding	0.0013273114168517962	-1.3214161631943453	0.027	0.083	1	2	6	ENSG00000120539
Pozniak	malignant cell	ENSG00000225791	TRAM2-AS1	lncRNA	0.0013281794134694107	-0.8045381956602102	0.047	0.111	1	4	7	ENSG00000225791
Pozniak	malignant cell	ENSG00000291237	SOD2	protein_coding	0.001333147539610263	0.43425507616410086	0.248	0.374	1	43	32	ENSG00000291237
Pozniak	malignant cell	ENSG00000115204	MPV17	protein_coding	0.0013353627681375075	-0.23956292083170286	0.558	0.707	1	69	89	ENSG00000115204
Pozniak	malignant cell	ENSG00000011021	CLCN6	protein_coding	0.0013358345573595762	-0.2667382616918874	0.147	0.245	1	12	16	ENSG00000011021
Pozniak	malignant cell	ENSG00000135336	ORC3	protein_coding	0.001339339259633835	-0.3032195198178478	0.171	0.269	1	14	20	ENSG00000135336
Pozniak	malignant cell	ENSG00000253873	PCDHGA11	protein_coding	0.0013462116937230392	2.239263341044829	0.058	0.025	1	4	1	ENSG00000253873
Pozniak	malignant cell	ENSG00000180398	MCFD2	protein_coding	0.0013467954679082664	-0.31611330442340846	0.512	0.666	1	77	90	ENSG00000180398
Pozniak	malignant cell	ENSG00000078687	TNRC6C	protein_coding	0.0013575240645618762	0.8301053332152146	0.36	0.302	1	43	22	ENSG00000078687
Pozniak	malignant cell	ENSG00000159110	IFNAR2	protein_coding	0.0013594252622813553	0.9403609591346163	0.302	0.237	1	36	16	ENSG00000159110
Pozniak	malignant cell	ENSG00000139926	FRMD6	protein_coding	0.0013610380580279997	0.6029145006827059	0.531	0.513	1	104	62	ENSG00000139926
Pozniak	malignant cell	ENSG00000169139	UBE2V2	protein_coding	0.001365542196397928	-0.306601948762627	0.581	0.741	1	93	106	ENSG00000169139
Pozniak	malignant cell	ENSG00000137845	ADAM10	protein_coding	0.0013663642253059077	-0.473502961007678	0.45	0.57	1	66	80	ENSG00000137845
Pozniak	malignant cell	ENSG00000145675	PIK3R1	protein_coding	0.0013735051278967038	0.5849432083776962	0.492	0.467	1	95	57	ENSG00000145675
Pozniak	malignant cell	ENSG00000188554	NBR1	protein_coding	0.00137371221550684	0.5242511799769985	0.547	0.564	1	95	58	ENSG00000188554
Pozniak	malignant cell	ENSG00000170037	CNTROB	protein_coding	0.0013741936094801442	1.0901234074976536	0.174	0.113	1	15	7	ENSG00000170037
Pozniak	malignant cell	ENSG00000163293	NIPAL1	protein_coding	0.001379275541224574	-2.0168874588844456	0.008	0.052	1	1	3	ENSG00000163293
Pozniak	malignant cell	ENSG00000104973	MED25	protein_coding	0.0013847820564649254	1.0650121159601404	0.36	0.305	1	45	22	ENSG00000104973
Pozniak	malignant cell	ENSG00000244625	MIATNB	lncRNA	0.0013858146726497048	-0.6026205129706828	0.039	0.101	1	3	6	ENSG00000244625
Pozniak	malignant cell	ENSG00000152147	GEMIN6	protein_coding	0.0013865478227598144	-0.2360181404220809	0.306	0.443	1	27	37	ENSG00000152147
Pozniak	malignant cell	ENSG00000205560	CPT1B	protein_coding	0.001387358728621815	3.7039477091610866	0.012	0.002	1	1	0	ENSG00000205560
Pozniak	malignant cell	ENSG00000100983	GSS	protein_coding	0.0013905629766241669	-0.0854993855244891	0.438	0.593	1	64	70	ENSG00000100983
Pozniak	malignant cell	ENSG00000163655	GMPS	protein_coding	0.0014010044979599137	-0.17302251998419083	0.36	0.524	1	48	54	ENSG00000163655
Pozniak	malignant cell	ENSG00000154370	TRIM11	protein_coding	0.0014023646060593857	0.0440832830947131	0.198	0.316	1	19	23	ENSG00000154370
Pozniak	malignant cell	ENSG00000105063	PPP6R1	protein_coding	0.0014032297182728006	0.6927765925016101	0.438	0.385	1	57	34	ENSG00000105063
Pozniak	malignant cell	ENSG00000127080	IPPK	protein_coding	0.0014034579961956415	-0.3000091931386164	0.043	0.106	1	3	6	ENSG00000127080
Pozniak	malignant cell	ENSG00000188986	NELFB	protein_coding	0.0014090291409391757	-0.4359880704612946	0.209	0.316	1	19	25	ENSG00000188986
Pozniak	malignant cell	ENSG00000074855	ANO8	protein_coding	0.0014106577111709904	1.3886211685940069	0.085	0.043	1	8	2	ENSG00000074855
Pozniak	malignant cell	ENSG00000181513	ACBD4	protein_coding	0.0014129735102221658	1.5202645192804138	0.116	0.067	1	9	4	ENSG00000181513
Pozniak	malignant cell	ENSG00000142082	SIRT3	protein_coding	0.0014136915269784742	-0.17957066399546706	0.105	0.19	1	9	12	ENSG00000142082
Pozniak	malignant cell	ENSG00000115526	CHST10	protein_coding	0.0014170636725821869	-0.5501969851447281	0.105	0.19	1	8	12	ENSG00000115526
Pozniak	malignant cell	ENSG00000173226	IQCB1	protein_coding	0.0014214359992010409	-0.14152870540772744	0.194	0.298	1	17	21	ENSG00000173226
Pozniak	malignant cell	ENSG00000057252	SOAT1	protein_coding	0.0014277970495425295	-0.34877764006432943	0.287	0.408	1	34	36	ENSG00000057252
Pozniak	malignant cell	ENSG00000138182	KIF20B	protein_coding	0.0014303532691225076	-0.3814423775053015	0.124	0.213	1	26	29	ENSG00000138182
Pozniak	malignant cell	ENSG00000112651	MRPL2	protein_coding	0.0014382290078796215	0.699951001331182	0.504	0.478	1	63	42	ENSG00000112651
Pozniak	malignant cell	ENSG00000065325	GLP2R	protein_coding	0.001441751736600564	2.6608865648599878	0.012	0.002	1	1	0	ENSG00000065325
Pozniak	malignant cell	ENSG00000136518	ACTL6A	protein_coding	0.0014417742306457341	-0.19057498055717947	0.353	0.481	1	36	43	ENSG00000136518
Pozniak	malignant cell	ENSG00000162300	ZFPL1	protein_coding	0.0014429168693836539	-0.21604745743589215	0.264	0.383	1	24	29	ENSG00000162300
Pozniak	malignant cell	ENSG00000186654	PRR5	protein_coding	0.001443136206727464	-0.9755828215678162	0.089	0.165	1	9	13	ENSG00000186654
Pozniak	malignant cell	ENSG00000072422	RHOBTB1	protein_coding	0.001444768588754621	-0.5834778376697058	0.058	0.127	1	5	8	ENSG00000072422
Pozniak	malignant cell	ENSG00000122863	CHST3	protein_coding	0.0014570742039095208	0.9032840690595285	0.233	0.166	1	21	11	ENSG00000122863
Pozniak	malignant cell	ENSG00000065057	NTHL1	protein_coding	0.0014672259948705821	-0.18755340141952725	0.302	0.43	1	33	36	ENSG00000065057
Pozniak	malignant cell	ENSG00000186716	BCR	protein_coding	0.0014707518364040948	1.1503366045645058	0.159	0.101	1	13	6	ENSG00000186716
Pozniak	malignant cell	ENSG00000290292	HOMEZ	protein_coding	0.001482563816318941	0.05470931982863325	0.074	0.152	1	7	9	ENSG00000290292
Pozniak	malignant cell	ENSG00000112312	GMNN	protein_coding	0.0014855810231586674	-0.6781676581487854	0.244	0.342	1	27	40	ENSG00000112312
Pozniak	malignant cell	ENSG00000131848	ZSCAN5A	protein_coding	0.0014906949325446455	-0.8793741739798344	0.031	0.089	1	2	5	ENSG00000131848
Pozniak	malignant cell	ENSG00000186010	NDUFA13	protein_coding	0.0014946727316669374	0.2755444828987841	0.709	0.7	1	249	161	ENSG00000186010
Pozniak	malignant cell	ENSG00000144021	CIAO1	protein_coding	0.001495125807175263	-0.21132001943952872	0.477	0.61	1	59	68	ENSG00000144021
Pozniak	malignant cell	ENSG00000279078	SND1-IT1	lncRNA	0.0014999483094441796	0.7596832720447115	0.322	0.252	1	40	20	ENSG00000279078
Pozniak	malignant cell	ENSG00000132781	MUTYH	protein_coding	0.0015042962241339636	1.0651105045285552	0.194	0.132	1	16	8	ENSG00000132781
Pozniak	malignant cell	ENSG00000170927	PKHD1	protein_coding	0.0015043156164883601	-3.5177676161258287	0	0.038	1	0	5	ENSG00000170927
Pozniak	malignant cell	ENSG00000148344	PTGES	protein_coding	0.001508774070941503	-0.7339011180408157	0.027	0.083	1	4	6	ENSG00000148344
Pozniak	malignant cell	ENSG00000151287	TEX30	protein_coding	0.0015098532420549423	-0.2727472838957774	0.205	0.315	1	20	30	ENSG00000151287
Pozniak	malignant cell	ENSG00000149260	CAPN5	protein_coding	0.0015102272197353086	1.1638744018686875	0.236	0.178	1	23	12	ENSG00000149260
Pozniak	malignant cell	ENSG00000105393	BABAM1	protein_coding	0.0015155361965826608	0.4449188776178893	0.481	0.434	1	63	41	ENSG00000105393
Pozniak	malignant cell	ENSG00000164627	KIF6	protein_coding	0.0015159605654602869	-1.0897923341066003	0.078	0.148	1	6	14	ENSG00000164627
Pozniak	malignant cell	ENSG00000167930	FAM234A	protein_coding	0.0015163967201705854	0.640852004687249	0.426	0.365	1	53	33	ENSG00000167930
Pozniak	malignant cell	ENSG00000126062	TMEM115	protein_coding	0.001519604419632777	-0.3499156073168914	0.291	0.411	1	29	33	ENSG00000126062
Pozniak	malignant cell	ENSG00000171246	NPTX1	protein_coding	0.001521125106149941	3.854288992435801	0.027	0.008	1	12	1	ENSG00000171246
Pozniak	malignant cell	ENSG00000223891	OSER1-DT	lncRNA	0.0015284733270819139	-0.4502305348049407	0.109	0.193	1	9	12	ENSG00000223891
Pozniak	malignant cell	ENSG00000109171	SLAIN2	protein_coding	0.001529308531062678	0.7355630043570056	0.384	0.322	1	44	26	ENSG00000109171
Pozniak	malignant cell	ENSG00000196152	ZNF79	protein_coding	0.0015303877364531043	-1.1266705138021056	0.023	0.077	1	2	4	ENSG00000196152
Pozniak	malignant cell	ENSG00000166133	RPUSD2	protein_coding	0.0015342606674579018	-0.4528905369752425	0.093	0.174	1	7	11	ENSG00000166133
Pozniak	malignant cell	ENSG00000007866	TEAD3	protein_coding	0.0015395729558488204	1.337349246454536	0.097	0.052	1	7	3	ENSG00000007866
Pozniak	malignant cell	ENSG00000105695	MAG	protein_coding	0.0015399744309780806	-0.22919931787179748	0.252	0.371	1	36	41	ENSG00000105695
Pozniak	malignant cell	ENSG00000175895	PLEKHF2	protein_coding	0.0015400382440937178	-0.17271183224323705	0.31	0.434	1	34	40	ENSG00000175895
Pozniak	malignant cell	ENSG00000147027	TMEM47	protein_coding	0.0015431038904675214	-2.8727132615512154	0.004	0.045	1	0	4	ENSG00000147027
Pozniak	malignant cell	ENSG00000136108	CKAP2	protein_coding	0.0015487850676741167	-0.39733224419311575	0.171	0.267	1	34	39	ENSG00000136108
Pozniak	malignant cell	ENSG00000182511	FES	protein_coding	0.0015544135476933047	-0.38320876235369195	0.101	0.184	1	8	14	ENSG00000182511
Pozniak	malignant cell	ENSG00000006459	KDM7A	protein_coding	0.0015555759591585857	0.8626373767791544	0.267	0.197	1	29	13	ENSG00000006459
Pozniak	malignant cell	ENSG00000100220	RTCB	protein_coding	0.0015603246631582075	-0.2747061552400998	0.484	0.611	1	65	71	ENSG00000100220
Pozniak	malignant cell	ENSG00000133863	TEX15	protein_coding	0.0015611345903815332	-1.2364677947394593	0.023	0.077	1	2	6	ENSG00000133863
Pozniak	malignant cell	ENSG00000023171	GRAMD1B	protein_coding	0.0015611624893339397	1.837851787680151	0.039	0.014	1	3	1	ENSG00000023171
Pozniak	malignant cell	ENSG00000102543	CDADC1	protein_coding	0.0015615271111282718	0.8791027870733759	0.256	0.192	1	24	12	ENSG00000102543
Pozniak	malignant cell	ENSG00000122870	BICC1	protein_coding	0.001568749983535287	-2.5014300056269976	0	0.037	1	0	2	ENSG00000122870
Pozniak	malignant cell	ENSG00000178568	ERBB4	protein_coding	0.001568749983535287	-2.2260483876144175	0	0.037	1	0	2	ENSG00000178568
Pozniak	malignant cell	ENSG00000225361	PPP1R26-AS1	lncRNA	0.001568749983535287	-2.2561444440068446	0	0.037	1	0	2	ENSG00000225361
Pozniak	malignant cell	ENSG00000163754	GYG1	protein_coding	0.0015746946974575047	-0.22780226923505142	0.306	0.44	1	32	38	ENSG00000163754
Pozniak	malignant cell	ENSG00000128602	SMO	protein_coding	0.0015773115541768588	1.2635593709006114	0.167	0.109	1	15	7	ENSG00000128602
Pozniak	malignant cell	ENSG00000157388	CACNA1D	protein_coding	0.001590321456104896	-1.4091952358929074	0.039	0.098	1	4	6	ENSG00000157388
Pozniak	malignant cell	ENSG00000120832	MTERF2	protein_coding	0.0015907708554408894	-0.26856196806411736	0.116	0.204	1	10	13	ENSG00000120832
Pozniak	malignant cell	ENSG00000004777	ARHGAP33	protein_coding	0.0015938376594095724	1.4783164767576404	0.105	0.058	1	8	3	ENSG00000004777
Pozniak	malignant cell	ENSG00000173638	SLC19A1	protein_coding	0.001598329973957066	-0.28957189432624153	0.147	0.241	1	12	17	ENSG00000173638
Pozniak	malignant cell	ENSG00000142230	SAE1	protein_coding	0.0016003014272492758	-0.36615857443639377	0.322	0.447	1	36	42	ENSG00000142230
Pozniak	malignant cell	ENSG00000104756	KCTD9	protein_coding	0.0016032911513853513	-0.8519872617325395	0.155	0.244	1	14	18	ENSG00000104756
Pozniak	malignant cell	ENSG00000165138	ANKS6	protein_coding	0.0016037129307600662	-0.5004016897983754	0.066	0.138	1	6	9	ENSG00000165138
Pozniak	malignant cell	ENSG00000250343	STK32A-AS1	lncRNA	0.0016151025285929428	-0.423645445421859	0.019	0.072	1	1	4	ENSG00000250343
Pozniak	malignant cell	ENSG00000100934	SEC23A	protein_coding	0.0016187523363824514	-0.006795520193978666	0.314	0.452	1	37	40	ENSG00000100934
Pozniak	malignant cell	ENSG00000106069	CHN2	protein_coding	0.0016310142023427162	-2.242109650752025	0.008	0.051	1	1	3	ENSG00000106069
Pozniak	malignant cell	ENSG00000135678	CPM	protein_coding	0.0016329392106698695	-0.4738127722974652	0.136	0.227	1	18	23	ENSG00000135678
Pozniak	malignant cell	ENSG00000203907	OOEP	protein_coding	0.0016359455666289891	-2.3406562368922463	0	0.037	1	0	2	ENSG00000203907
Pozniak	malignant cell	ENSG00000141401	IMPA2	protein_coding	0.0016361308596067239	-0.45419889118165946	0.112	0.197	1	11	18	ENSG00000141401
